date,main,aftermath,dd_overlay,hv_ladder,portfolio_total
2011-05-25,0.00,0.00,0.00,-109.10,-109.10
2011-05-26,0.00,0.00,0.00,-109.10,-109.10
2011-05-27,0.00,0.00,0.00,-131.93,-131.93
2011-05-31,0.00,0.00,0.00,-136.90,-136.90
2011-06-01,0.00,0.00,0.00,-136.90,-136.90
2011-06-02,0.00,0.00,0.00,-136.90,-136.90
2011-06-03,0.00,0.00,0.00,-136.90,-136.90
2011-06-06,128.12,0.00,0.00,-126.67,1.45
2011-06-07,128.12,0.00,0.00,-126.67,1.45
2011-06-08,128.12,0.00,0.00,-126.67,1.45
2011-06-09,128.12,0.00,0.00,-126.67,1.45
2011-06-10,128.12,0.00,0.00,-126.67,1.45
2011-06-13,128.12,0.00,0.00,-27.84,100.29
2011-06-14,128.12,0.00,0.00,-27.84,100.29
2011-06-15,128.12,0.00,0.00,-27.84,100.29
2011-06-16,128.12,0.00,0.00,-27.84,100.29
2011-06-17,128.12,0.00,0.00,-27.84,100.29
2011-06-20,128.12,0.00,0.00,-27.84,100.29
2011-06-21,128.12,0.00,0.00,-27.84,100.29
2011-06-22,128.12,0.00,0.00,-27.84,100.29
2011-06-23,128.12,0.00,0.00,-27.84,100.29
2011-06-24,128.12,0.00,0.00,-27.84,100.29
2011-06-27,128.12,0.00,0.00,-27.84,100.29
2011-06-28,128.12,0.00,0.00,-27.84,100.29
2011-06-29,128.12,0.00,0.00,-4.97,123.15
2011-06-30,128.12,0.00,0.00,-4.97,123.15
2011-07-01,128.12,0.00,0.00,-624.11,-495.99
2011-07-05,128.12,0.00,0.00,-624.11,-495.99
2011-07-06,128.12,0.00,0.00,-624.11,-495.99
2011-07-07,128.12,0.00,0.00,-624.11,-495.99
2011-07-08,128.12,0.00,0.00,-624.11,-495.99
2011-07-11,-395.52,0.00,0.00,-624.11,-1019.63
2011-07-12,-523.64,0.00,0.00,-619.14,-1142.78
2011-07-13,-523.64,0.00,0.00,-619.14,-1142.78
2011-07-14,-523.64,0.00,0.00,-619.14,-1142.78
2011-07-15,-523.64,0.00,0.00,-619.14,-1142.78
2011-07-18,-523.64,0.00,0.00,-619.14,-1142.78
2011-07-19,-523.64,0.00,0.00,-890.92,-1414.56
2011-07-20,-523.64,0.00,0.00,-890.92,-1414.56
2011-07-21,-523.64,0.00,0.00,-890.92,-1414.56
2011-07-22,-523.64,0.00,0.00,-890.92,-1414.56
2011-07-25,-523.64,0.00,0.00,-890.92,-1414.56
2011-07-26,-523.64,0.00,0.00,-1160.62,-1684.26
2011-07-27,-523.64,0.00,0.00,-1160.62,-1684.26
2011-07-28,-523.64,0.00,0.00,-1160.62,-1684.26
2011-07-29,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-01,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-02,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-03,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-04,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-05,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-08,-523.64,0.00,0.00,-1160.62,-1684.26
2011-08-09,-523.64,0.00,0.00,-541.48,-1065.12
2011-08-10,-523.64,0.00,0.00,-541.48,-1065.12
2011-08-11,0.00,0.00,0.00,-541.48,-541.48
2011-08-12,0.00,0.00,0.00,-541.48,-541.48
2011-08-15,0.00,60.29,0.00,-541.48,-481.19
2011-08-16,0.00,123.76,0.00,-541.48,-417.73
2011-08-17,0.00,123.76,0.00,-541.48,-417.73
2011-08-18,0.00,123.76,0.00,-541.48,-417.73
2011-08-19,0.00,123.76,0.00,-541.48,-417.73
2011-08-22,0.00,123.76,0.00,-541.48,-417.73
2011-08-23,0.00,123.76,0.00,-541.48,-417.73
2011-08-24,0.00,123.76,0.00,-541.48,-417.73
2011-08-25,0.00,123.76,0.00,-541.48,-417.73
2011-08-26,0.00,123.76,0.00,-541.48,-417.73
2011-08-29,0.00,123.76,0.00,-269.71,-145.95
2011-08-30,0.00,123.76,0.00,-269.71,-145.95
2011-08-31,0.00,123.76,0.00,-269.71,-145.95
2011-09-01,0.00,123.76,0.00,-269.71,-145.95
2011-09-02,0.00,123.76,0.00,-269.71,-145.95
2011-09-06,0.00,123.76,0.00,0.00,123.76
2011-09-07,0.00,123.76,0.00,0.00,123.76
2011-09-08,0.00,123.76,0.00,0.00,123.76
2011-09-09,0.00,123.76,0.00,0.00,123.76
2011-09-12,0.00,123.76,0.00,0.00,123.76
2011-09-13,0.00,123.76,0.00,0.00,123.76
2011-09-14,0.00,123.76,0.00,0.00,123.76
2011-09-15,0.00,188.61,0.00,0.00,188.61
2011-09-16,0.00,129.63,0.00,0.00,129.63
2011-09-19,0.00,129.63,0.00,0.00,129.63
2011-09-20,0.00,129.63,0.00,0.00,129.63
2011-09-21,0.00,129.63,0.00,0.00,129.63
2011-09-22,0.00,129.63,0.00,0.00,129.63
2011-09-23,0.00,129.63,0.00,0.00,129.63
2011-09-26,0.00,129.63,0.00,0.00,129.63
2011-09-27,0.00,129.63,0.00,0.00,129.63
2011-09-28,0.00,129.63,0.00,0.00,129.63
2011-09-29,0.00,129.63,0.00,0.00,129.63
2011-09-30,0.00,129.63,0.00,0.00,129.63
2011-10-03,0.00,129.63,0.00,0.00,129.63
2011-10-04,0.00,129.63,0.00,0.00,129.63
2011-10-05,0.00,129.63,0.00,0.00,129.63
2011-10-06,0.00,129.63,0.00,0.00,129.63
2011-10-07,0.00,129.63,0.00,0.00,129.63
2011-10-10,0.00,129.63,0.00,0.00,129.63
2011-10-11,0.00,420.21,0.00,149.03,569.24
2011-10-12,0.00,420.21,0.00,149.03,569.24
2011-10-13,0.00,355.36,0.00,149.03,504.39
2011-10-14,0.00,290.58,0.00,149.03,439.61
2011-10-17,0.00,290.58,0.00,149.03,439.61
2011-10-18,0.00,290.58,0.00,176.11,466.69
2011-10-19,0.00,290.58,0.00,176.11,466.69
2011-10-20,0.00,290.58,0.00,176.11,466.69
2011-10-21,0.00,290.58,0.00,176.11,466.69
2011-10-24,0.00,116.94,0.00,176.11,293.05
2011-10-25,0.00,116.94,0.00,240.03,356.98
2011-10-26,0.00,116.94,0.00,240.03,356.98
2011-10-27,0.00,116.94,0.00,240.03,356.98
2011-10-28,0.00,116.94,0.00,91.00,207.95
2011-10-31,0.00,116.94,0.00,91.00,207.95
2011-11-01,0.00,116.94,0.00,172.20,289.14
2011-11-02,0.00,116.94,0.00,172.20,289.14
2011-11-03,0.00,116.94,0.00,172.20,289.14
2011-11-04,0.00,116.94,0.00,172.20,289.14
2011-11-07,0.00,116.94,0.00,172.20,289.14
2011-11-08,0.00,116.94,0.00,172.96,289.90
2011-11-09,0.00,116.94,0.00,172.96,289.90
2011-11-10,0.00,116.94,0.00,172.96,289.90
2011-11-11,0.00,190.47,0.00,172.96,363.43
2011-11-14,0.00,73.52,0.00,172.96,246.48
2011-11-15,0.00,73.52,0.00,172.96,246.48
2011-11-16,0.00,73.52,0.00,172.96,246.48
2011-11-17,0.00,297.12,0.00,172.96,470.07
2011-11-18,0.00,385.29,0.00,172.96,558.25
2011-11-21,0.00,385.29,0.00,172.96,558.25
2011-11-22,0.00,385.29,0.00,172.96,558.25
2011-11-23,0.00,385.29,0.00,172.96,558.25
2011-11-25,0.00,385.29,0.00,172.96,558.25
2011-11-28,0.00,385.29,0.00,172.96,558.25
2011-11-29,0.00,385.29,0.00,145.88,531.17
2011-11-30,0.00,385.29,0.00,212.91,598.20
2011-12-01,0.00,385.29,0.00,212.91,598.20
2011-12-02,0.00,385.29,0.00,212.91,598.20
2011-12-05,0.00,311.77,0.00,212.91,524.68
2011-12-06,0.00,311.77,0.00,148.98,460.75
2011-12-07,0.00,311.77,0.00,144.45,456.22
2011-12-08,0.00,636.93,0.00,144.45,781.38
2011-12-09,0.00,636.93,0.00,144.45,781.38
2011-12-12,0.00,325.16,0.00,144.45,469.61
2011-12-13,0.00,325.16,0.00,144.45,469.61
2011-12-14,0.00,325.16,0.00,144.45,469.61
2011-12-15,0.00,325.16,0.00,144.45,469.61
2011-12-16,0.00,325.16,0.00,144.45,469.61
2011-12-19,0.00,325.16,0.00,144.45,469.61
2011-12-20,0.00,325.16,0.00,143.69,468.85
2011-12-21,0.00,325.16,0.00,210.00,535.16
2011-12-22,346.71,325.16,0.00,210.00,881.87
2011-12-23,346.71,0.00,0.00,210.00,556.71
2011-12-27,346.71,0.00,0.00,210.00,556.71
2011-12-28,346.71,118.64,0.00,210.00,675.36
2011-12-29,346.71,260.53,0.00,298.43,905.67
2011-12-30,346.71,260.53,0.00,298.43,905.67
2012-01-03,346.71,260.53,0.00,298.43,905.67
2012-01-04,346.71,260.53,0.00,298.43,905.67
2012-01-05,346.71,260.53,0.00,298.43,905.67
2012-01-06,346.71,260.53,0.00,296.35,903.59
2012-01-09,0.00,260.53,0.00,296.35,556.88
2012-01-10,0.00,260.53,0.00,296.35,556.88
2012-01-11,0.00,260.53,0.00,219.68,480.22
2012-01-12,0.00,260.53,0.00,219.68,480.22
2012-01-13,0.00,260.53,0.00,304.69,565.22
2012-01-17,0.00,260.53,0.00,304.69,565.22
2012-01-18,0.00,260.53,0.00,304.69,565.22
2012-01-19,0.00,260.53,0.00,304.69,565.22
2012-01-20,0.00,260.53,0.00,238.38,498.91
2012-01-23,0.00,260.53,0.00,199.99,460.52
2012-01-24,0.00,260.53,0.00,199.99,460.52
2012-01-25,0.00,260.53,0.00,199.99,460.52
2012-01-26,0.00,260.53,0.00,199.99,460.52
2012-01-27,0.00,260.53,0.00,199.99,460.52
2012-01-30,0.00,260.53,0.00,256.60,517.14
2012-01-31,0.00,260.53,0.00,256.60,517.14
2012-02-01,0.00,260.53,0.00,256.60,517.14
2012-02-02,0.00,260.53,0.00,256.60,517.14
2012-02-03,0.00,0.00,0.00,256.60,256.60
2012-02-06,0.00,0.00,0.00,151.67,151.67
2012-02-07,0.00,0.00,0.00,151.67,151.67
2012-02-08,0.00,0.00,0.00,151.67,151.67
2012-02-09,0.00,0.00,0.00,151.67,151.67
2012-02-10,436.97,0.00,0.00,151.67,588.64
2012-02-13,436.97,0.00,0.00,210.95,647.92
2012-02-14,436.97,0.00,0.00,210.95,647.92
2012-02-15,436.97,0.00,0.00,210.95,647.92
2012-02-16,436.97,0.00,0.00,210.95,647.92
2012-02-17,436.97,0.00,0.00,210.95,647.92
2012-02-21,436.97,0.00,0.00,210.95,647.92
2012-02-22,436.97,0.00,0.00,210.95,647.92
2012-02-23,436.97,0.00,0.00,259.61,696.59
2012-02-24,436.97,0.00,0.00,209.58,646.55
2012-02-27,0.00,0.00,0.00,209.58,209.58
2012-02-28,0.00,0.00,0.00,209.58,209.58
2012-02-29,0.00,0.00,0.00,152.97,152.97
2012-03-01,0.00,0.00,0.00,214.01,214.01
2012-03-02,0.00,0.00,0.00,214.01,214.01
2012-03-05,0.00,0.00,0.00,214.01,214.01
2012-03-06,677.23,0.00,0.00,214.01,891.24
2012-03-07,677.23,0.00,0.00,214.01,891.24
2012-03-08,677.23,0.00,0.00,214.01,891.24
2012-03-09,677.23,0.00,0.00,214.01,891.24
2012-03-12,677.23,0.00,0.00,214.01,891.24
2012-03-13,677.23,0.00,0.00,198.92,876.14
2012-03-14,677.23,0.00,0.00,94.62,771.84
2012-03-15,677.23,0.00,0.00,94.62,771.84
2012-03-16,677.23,0.00,0.00,94.62,771.84
2012-03-19,677.23,0.00,0.00,94.62,771.84
2012-03-20,0.00,0.00,0.00,110.08,110.08
2012-03-21,0.00,0.00,0.00,110.08,110.08
2012-03-22,0.00,0.00,0.00,110.08,110.08
2012-03-23,-215.93,0.00,0.00,110.08,-105.85
2012-03-26,-215.93,0.00,0.00,110.08,-105.85
2012-03-27,-215.93,0.00,0.00,-23.60,-239.53
2012-03-28,-215.93,0.00,0.00,-23.60,-239.53
2012-03-29,-215.93,0.00,0.00,-23.60,-239.53
2012-03-30,-215.93,0.00,0.00,-23.60,-239.53
2012-04-02,-215.93,0.00,0.00,-23.60,-239.53
2012-04-03,-215.93,0.00,0.00,-110.76,-326.69
2012-04-04,-215.93,0.00,0.00,-110.76,-326.69
2012-04-05,-215.93,0.00,0.00,-110.76,-326.69
2012-04-09,-215.93,0.00,0.00,-110.76,-326.69
2012-04-10,-215.93,0.00,0.00,-110.76,-326.69
2012-04-11,0.00,0.00,0.00,-110.76,-110.76
2012-04-12,0.00,0.00,0.00,-110.76,-110.76
2012-04-13,0.00,0.00,0.00,-110.76,-110.76
2012-04-16,0.00,0.00,0.00,-110.76,-110.76
2012-04-17,0.00,0.00,0.00,-110.76,-110.76
2012-04-18,0.00,0.00,0.00,-110.76,-110.76
2012-04-19,0.00,0.00,0.00,-110.76,-110.76
2012-04-20,0.00,0.00,0.00,-110.76,-110.76
2012-04-23,0.00,0.00,0.00,-110.76,-110.76
2012-04-24,0.00,0.00,0.00,-95.66,-95.66
2012-04-25,0.00,0.00,0.00,-95.66,-95.66
2012-04-26,0.00,0.00,0.00,-195.62,-195.62
2012-04-27,0.00,0.00,0.00,-195.62,-195.62
2012-04-30,0.00,0.00,0.00,-195.62,-195.62
2012-05-01,0.00,0.00,0.00,-211.09,-211.09
2012-05-02,0.00,0.00,0.00,-211.09,-211.09
2012-05-03,0.00,0.00,0.00,-211.09,-211.09
2012-05-04,49.21,0.00,0.00,-211.09,-161.88
2012-05-07,49.21,0.00,0.00,-211.09,-161.88
2012-05-08,49.21,0.00,0.00,-187.12,-137.91
2012-05-09,49.21,0.00,0.00,-187.12,-137.91
2012-05-10,49.21,0.00,0.00,-187.12,-137.91
2012-05-11,49.21,0.00,0.00,-187.12,-137.91
2012-05-14,49.21,0.00,0.00,-187.12,-137.91
2012-05-15,49.21,0.00,0.00,-99.96,-50.75
2012-05-16,49.21,0.00,0.00,-99.96,-50.75
2012-05-17,49.21,0.00,0.00,-99.96,-50.75
2012-05-18,49.21,0.00,0.00,-99.96,-50.75
2012-05-21,49.21,0.00,0.00,-99.96,-50.75
2012-05-22,49.21,0.00,0.00,-99.96,-50.75
2012-05-23,49.21,0.00,0.00,-99.96,-50.75
2012-05-24,49.21,0.00,0.00,-99.96,-50.75
2012-05-25,49.21,0.00,0.00,-99.96,-50.75
2012-05-29,49.21,0.00,0.00,-99.96,-50.75
2012-05-30,49.21,0.00,0.00,-99.96,-50.75
2012-05-31,49.21,0.00,0.00,-99.96,-50.75
2012-06-01,49.21,0.00,0.00,-99.96,-50.75
2012-06-04,49.21,0.00,0.00,-99.96,-50.75
2012-06-05,49.21,0.00,0.00,-99.96,-50.75
2012-06-06,49.21,0.00,0.00,-99.96,-50.75
2012-06-07,49.21,0.00,0.00,0.00,49.21
2012-06-08,269.85,0.00,0.00,0.00,269.85
2012-06-11,220.64,0.00,0.00,0.00,220.64
2012-06-12,220.64,0.00,0.00,0.00,220.64
2012-06-13,220.64,0.00,0.00,0.00,220.64
2012-06-14,220.64,0.00,0.00,0.00,220.64
2012-06-15,220.64,0.00,0.00,0.00,220.64
2012-06-18,220.64,0.00,0.00,0.00,220.64
2012-06-19,220.64,0.00,0.00,0.00,220.64
2012-06-20,220.64,0.00,0.00,0.00,220.64
2012-06-21,220.64,0.00,0.00,0.00,220.64
2012-06-22,220.64,0.00,0.00,0.00,220.64
2012-06-25,220.64,0.00,0.00,0.00,220.64
2012-06-26,220.64,0.00,0.00,0.00,220.64
2012-06-27,220.64,0.00,0.00,0.00,220.64
2012-06-28,220.64,0.00,0.00,0.00,220.64
2012-06-29,220.64,0.00,0.00,40.44,261.09
2012-07-02,0.00,0.00,0.00,40.44,40.44
2012-07-03,0.00,0.00,0.00,40.44,40.44
2012-07-05,0.00,0.00,0.00,40.44,40.44
2012-07-06,0.00,0.00,0.00,40.44,40.44
2012-07-09,0.00,0.00,0.00,91.98,91.98
2012-07-10,0.00,0.00,0.00,91.98,91.98
2012-07-11,0.00,0.00,0.00,91.98,91.98
2012-07-12,0.00,0.00,0.00,91.98,91.98
2012-07-13,0.00,0.00,0.00,91.98,91.98
2012-07-16,0.00,0.00,0.00,146.87,146.87
2012-07-17,0.00,0.00,0.00,146.87,146.87
2012-07-18,0.00,0.00,0.00,146.87,146.87
2012-07-19,0.00,0.00,0.00,146.87,146.87
2012-07-20,0.00,0.00,0.00,146.87,146.87
2012-07-23,0.00,0.00,0.00,229.17,229.17
2012-07-24,117.89,0.00,0.00,229.17,347.06
2012-07-25,117.89,0.00,0.00,229.17,347.06
2012-07-26,117.89,0.00,0.00,229.17,347.06
2012-07-27,117.89,0.00,0.00,229.17,347.06
2012-07-30,117.89,0.00,0.00,229.17,347.06
2012-07-31,117.89,0.00,0.00,229.17,347.06
2012-08-01,117.89,0.00,0.00,229.17,347.06
2012-08-02,117.89,0.00,0.00,229.17,347.06
2012-08-03,117.89,0.00,0.00,229.17,347.06
2012-08-06,117.89,0.00,0.00,272.69,390.58
2012-08-07,117.89,0.00,0.00,272.69,390.58
2012-08-08,117.89,0.00,0.00,180.71,298.59
2012-08-09,117.89,0.00,0.00,180.71,298.59
2012-08-10,117.89,0.00,0.00,98.40,216.29
2012-08-13,117.89,0.00,0.00,82.43,200.32
2012-08-14,117.89,0.00,0.00,82.43,200.32
2012-08-15,117.89,0.00,0.00,82.43,200.32
2012-08-16,117.89,0.00,0.00,82.43,200.32
2012-08-17,117.89,0.00,0.00,82.43,200.32
2012-08-20,117.89,0.00,0.00,108.22,226.11
2012-08-21,117.89,0.00,0.00,108.22,226.11
2012-08-22,117.89,0.00,0.00,108.22,226.11
2012-08-23,117.89,0.00,0.00,108.22,226.11
2012-08-24,117.89,0.00,0.00,108.22,226.11
2012-08-27,117.89,0.00,0.00,170.90,288.79
2012-08-28,0.00,0.00,0.00,170.90,170.90
2012-08-29,0.00,0.00,0.00,170.90,170.90
2012-08-30,0.00,0.00,0.00,170.90,170.90
2012-08-31,0.00,0.00,0.00,170.90,170.90
2012-09-04,0.00,0.00,0.00,170.90,170.90
2012-09-05,0.00,0.00,0.00,170.90,170.90
2012-09-06,0.00,0.00,0.00,170.90,170.90
2012-09-07,-9.74,0.00,0.00,199.83,190.08
2012-09-10,-9.74,0.00,0.00,156.31,146.57
2012-09-11,-9.74,0.00,0.00,156.31,146.57
2012-09-12,-9.74,0.00,0.00,156.31,146.57
2012-09-13,-9.74,0.00,0.00,156.31,146.57
2012-09-14,-9.74,0.00,0.00,68.78,59.03
2012-09-17,-9.74,0.00,0.00,68.78,59.03
2012-09-18,-9.74,0.00,0.00,68.78,59.03
2012-09-19,-9.74,0.00,0.00,68.78,59.03
2012-09-20,-9.74,0.00,0.00,6.10,-3.64
2012-09-21,-9.74,0.00,0.00,-27.93,-37.67
2012-09-24,-9.74,0.00,0.00,-27.93,-37.67
2012-09-25,-9.74,0.00,0.00,-27.93,-37.67
2012-09-26,-9.74,0.00,0.00,-27.93,-37.67
2012-09-27,-9.74,0.00,0.00,-27.93,-37.67
2012-09-28,-9.74,0.00,0.00,-72.85,-82.60
2012-10-01,-9.74,0.00,0.00,-98.64,-108.38
2012-10-02,-9.74,0.00,0.00,-98.64,-108.38
2012-10-03,-9.74,0.00,0.00,-98.64,-108.38
2012-10-04,-9.74,0.00,0.00,-98.64,-108.38
2012-10-05,-9.74,0.00,0.00,-98.64,-108.38
2012-10-08,-9.74,0.00,0.00,-98.64,-108.38
2012-10-09,-9.74,0.00,0.00,-98.64,-108.38
2012-10-10,-9.74,0.00,0.00,-98.64,-108.38
2012-10-11,-9.74,0.00,0.00,-98.64,-108.38
2012-10-12,0.00,0.00,0.00,-98.64,-98.64
2012-10-15,0.00,0.00,0.00,-107.48,-107.48
2012-10-16,0.00,0.00,0.00,-107.48,-107.48
2012-10-17,0.00,0.00,0.00,-107.48,-107.48
2012-10-18,0.00,0.00,0.00,-136.41,-136.41
2012-10-19,0.00,0.00,0.00,-136.41,-136.41
2012-10-22,0.00,0.00,0.00,-136.41,-136.41
2012-10-23,0.00,0.00,0.00,-136.41,-136.41
2012-10-24,0.00,0.00,0.00,-136.41,-136.41
2012-10-25,0.00,0.00,0.00,-87.79,-87.79
2012-10-26,0.00,0.00,0.00,-87.79,-87.79
2012-10-31,0.00,0.00,0.00,-87.79,-87.79
2012-11-01,0.00,0.00,0.00,-87.79,-87.79
2012-11-02,204.55,0.00,0.00,-87.79,116.76
2012-11-05,204.55,0.00,0.00,-53.77,150.79
2012-11-06,204.55,0.00,0.00,-53.77,150.79
2012-11-07,204.55,0.00,0.00,-53.77,150.79
2012-11-08,204.55,0.00,0.00,-53.77,150.79
2012-11-09,204.55,0.00,0.00,-53.77,150.79
2012-11-12,204.55,0.00,0.00,-8.84,195.71
2012-11-13,204.55,0.00,0.00,-8.84,195.71
2012-11-14,204.55,0.00,0.00,-8.84,195.71
2012-11-15,204.55,0.00,0.00,-8.84,195.71
2012-11-16,204.55,0.00,0.00,-8.84,195.71
2012-11-19,204.55,0.00,0.00,-8.84,195.71
2012-11-20,204.55,0.00,0.00,-8.84,195.71
2012-11-21,204.55,0.00,0.00,-8.84,195.71
2012-11-23,204.55,0.00,0.00,-8.84,195.71
2012-11-26,204.55,0.00,0.00,-8.84,195.71
2012-11-27,204.55,0.00,0.00,-8.84,195.71
2012-11-28,204.55,0.00,0.00,0.00,204.55
2012-11-29,0.00,0.00,0.00,0.00,0.00
2012-11-30,0.00,0.00,0.00,0.00,0.00
2012-12-03,0.00,0.00,0.00,0.00,0.00
2012-12-04,155.54,0.00,0.00,0.00,155.54
2012-12-05,155.54,0.00,0.00,0.00,155.54
2012-12-06,155.54,0.00,0.00,0.00,155.54
2012-12-07,155.54,0.00,0.00,0.00,155.54
2012-12-10,155.54,0.00,0.00,0.00,155.54
2012-12-11,155.54,0.00,0.00,49.71,205.25
2012-12-12,155.54,0.00,0.00,49.71,205.25
2012-12-13,155.54,0.00,0.00,49.71,205.25
2012-12-14,155.54,0.00,0.00,49.71,205.25
2012-12-17,155.54,0.00,0.00,49.71,205.25
2012-12-18,155.54,0.00,0.00,98.89,254.43
2012-12-19,600.95,0.00,0.00,98.89,699.85
2012-12-20,600.95,0.00,0.00,98.89,699.85
2012-12-21,600.95,0.00,0.00,98.89,699.85
2012-12-24,600.95,0.00,0.00,98.89,699.85
2012-12-26,600.95,0.00,0.00,98.89,699.85
2012-12-27,600.95,0.00,0.00,98.89,699.85
2012-12-28,600.95,0.00,0.00,98.89,699.85
2012-12-31,600.95,0.00,0.00,231.30,832.26
2013-01-02,600.95,0.00,0.00,231.30,832.26
2013-01-03,600.95,0.00,0.00,231.30,832.26
2013-01-04,155.54,0.00,0.00,231.30,386.84
2013-01-07,155.54,0.00,0.00,231.30,386.84
2013-01-08,531.70,0.00,0.00,282.05,813.75
2013-01-09,376.16,0.00,0.00,282.05,658.22
2013-01-10,376.16,0.00,0.00,282.05,658.22
2013-01-11,376.16,0.00,0.00,232.34,608.50
2013-01-14,376.16,0.00,0.00,99.93,476.09
2013-01-15,376.16,0.00,0.00,142.25,518.42
2013-01-16,376.16,0.00,0.00,142.25,518.42
2013-01-17,376.16,0.00,0.00,142.25,518.42
2013-01-18,376.16,0.00,0.00,142.25,518.42
2013-01-22,376.16,0.00,0.00,93.07,469.23
2013-01-23,376.16,0.00,0.00,122.57,498.73
2013-01-24,376.16,0.00,0.00,122.57,498.73
2013-01-25,376.16,0.00,0.00,122.57,498.73
2013-01-28,376.16,0.00,0.00,122.57,498.73
2013-01-29,376.16,0.00,0.00,122.57,498.73
2013-01-30,376.16,0.00,0.00,161.91,538.07
2013-01-31,376.16,0.00,0.00,161.91,538.07
2013-02-01,376.16,0.00,0.00,161.91,538.07
2013-02-04,376.16,0.00,0.00,111.16,487.32
2013-02-05,376.16,0.00,0.00,111.16,487.32
2013-02-06,376.16,0.00,0.00,153.34,529.50
2013-02-07,376.16,0.00,0.00,153.34,529.50
2013-02-08,376.16,0.00,0.00,153.34,529.50
2013-02-11,376.16,0.00,0.00,153.34,529.50
2013-02-12,591.05,0.00,0.00,153.34,744.39
2013-02-13,214.89,0.00,0.00,153.34,368.23
2013-02-14,214.89,0.00,0.00,197.04,411.92
2013-02-15,214.89,0.00,0.00,154.71,369.60
2013-02-19,214.89,0.00,0.00,154.71,369.60
2013-02-20,214.89,0.00,0.00,154.71,369.60
2013-02-21,214.89,0.00,0.00,154.71,369.60
2013-02-22,214.89,0.00,0.00,154.71,369.60
2013-02-25,214.89,0.00,0.00,154.71,369.60
2013-02-26,214.89,0.00,0.00,154.71,369.60
2013-02-27,214.89,0.00,0.00,154.71,369.60
2013-02-28,214.89,0.00,0.00,154.71,369.60
2013-03-01,214.89,0.00,0.00,264.34,479.23
2013-03-04,214.89,0.00,0.00,264.34,479.23
2013-03-05,214.89,0.00,0.00,264.34,479.23
2013-03-06,214.89,0.00,0.00,234.84,449.73
2013-03-07,214.89,0.00,0.00,234.84,449.73
2013-03-08,214.89,0.00,0.00,189.74,404.62
2013-03-11,214.89,0.00,0.00,189.74,404.62
2013-03-12,214.89,0.00,0.00,147.56,362.44
2013-03-13,214.89,0.00,0.00,147.56,362.44
2013-03-14,214.89,0.00,0.00,147.56,362.44
2013-03-15,214.89,0.00,0.00,15.57,230.45
2013-03-18,214.89,0.00,0.00,15.57,230.45
2013-03-19,395.75,0.00,0.00,15.57,411.32
2013-03-20,180.87,0.00,0.00,15.57,196.44
2013-03-21,180.87,0.00,0.00,15.57,196.44
2013-03-22,180.87,0.00,0.00,49.19,230.05
2013-03-25,180.87,0.00,0.00,49.19,230.05
2013-03-26,180.87,0.00,0.00,49.19,230.05
2013-03-27,180.87,0.00,0.00,49.19,230.05
2013-03-28,180.87,0.00,0.00,49.19,230.05
2013-04-01,180.87,0.00,0.00,89.36,270.22
2013-04-02,180.87,0.00,0.00,89.36,270.22
2013-04-03,180.87,0.00,0.00,89.36,270.22
2013-04-04,180.87,0.00,0.00,89.36,270.22
2013-04-05,180.87,0.00,0.00,89.36,270.22
2013-04-08,180.87,0.00,0.00,89.36,270.22
2013-04-09,180.87,0.00,0.00,89.36,270.22
2013-04-10,180.87,0.00,0.00,89.36,270.22
2013-04-11,180.87,0.00,0.00,89.36,270.22
2013-04-12,180.87,0.00,0.00,89.36,270.22
2013-04-15,180.87,0.00,0.00,176.86,357.73
2013-04-16,180.87,0.00,0.00,176.86,357.73
2013-04-17,180.87,0.00,0.00,176.86,357.73
2013-04-18,180.87,0.00,0.00,176.86,357.73
2013-04-19,180.87,0.00,0.00,182.63,363.50
2013-04-22,180.87,0.00,0.00,182.63,363.50
2013-04-23,603.24,0.00,0.00,182.63,785.87
2013-04-24,422.37,0.00,0.00,182.63,605.00
2013-04-25,422.37,0.00,0.00,250.24,672.61
2013-04-26,422.37,0.00,0.00,228.91,651.27
2013-04-29,422.37,0.00,0.00,228.91,651.27
2013-04-30,422.37,0.00,0.00,228.91,651.27
2013-05-01,422.37,0.00,0.00,228.91,651.27
2013-05-02,422.37,0.00,0.00,312.34,734.71
2013-05-03,422.37,0.00,0.00,278.72,701.09
2013-05-06,422.37,0.00,0.00,151.05,573.41
2013-05-07,422.37,0.00,0.00,151.05,573.41
2013-05-08,422.37,0.00,0.00,151.05,573.41
2013-05-09,422.37,0.00,0.00,162.06,584.43
2013-05-10,422.37,0.00,0.00,162.06,584.43
2013-05-13,422.37,0.00,0.00,162.06,584.43
2013-05-14,422.37,0.00,0.00,162.06,584.43
2013-05-15,422.37,0.00,0.00,162.06,584.43
2013-05-16,422.37,0.00,0.00,54.70,477.07
2013-05-17,422.37,0.00,0.00,54.70,477.07
2013-05-20,422.37,0.00,0.00,-28.73,393.63
2013-05-21,422.37,0.00,0.00,-28.73,393.63
2013-05-22,422.37,0.00,0.00,-28.73,393.63
2013-05-23,422.37,0.00,0.00,-38.55,383.82
