date,year,vix,ivr,ivp,iv_signal,trend,regime,strategy_key_actual,state
2004-06-10,2004,15.04,11.8,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-15,2004,15.05,11.9,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-17,2004,15.15,13.1,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-21,2004,15.26,14.4,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-25,2004,15.19,13.8,11.2,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-28,2004,16.07,23.9,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2004-06-29,2004,15.47,17.0,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2004-07-01,2004,15.2,14.0,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2004-07-02,2004,15.08,12.6,11.2,LOW,BULLISH,NORMAL,,a_double_blocked
2004-10-08,2004,15.05,26.0,24.3,LOW,BULLISH,NORMAL,,a_double_blocked
2004-10-12,2004,15.05,26.0,24.7,LOW,BULLISH,NORMAL,,a_double_blocked
2004-10-13,2004,15.42,30.2,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2004-10-27,2004,15.72,33.6,42.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2004-10-28,2004,15.39,29.9,35.1,LOW,BULLISH,NORMAL,,a_double_blocked
2004-10-29,2004,16.27,39.9,55.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2004-11-01,2004,16.27,39.9,55.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2004-11-02,2004,16.18,38.8,52.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2006-08-01,2006,15.05,35.3,82.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2006-08-07,2006,15.23,36.6,82.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2006-08-08,2006,15.23,36.6,82.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2006-08-09,2006,15.2,36.4,82.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-05,2007,15.48,57.4,90.4,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-09,2007,15.16,54.1,87.6,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-12,2007,15.54,58.0,90.0,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-13,2007,15.15,54.0,86.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-16,2007,15.59,58.5,91.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-17,2007,15.63,58.9,91.6,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-18,2007,16.0,62.7,93.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-19,2007,15.23,54.8,87.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-20,2007,16.95,72.5,96.4,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-07-23,2007,16.81,71.0,96.0,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-18,2007,20.35,50.0,85.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-19,2007,20.03,48.4,84.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-20,2007,20.45,50.4,85.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-21,2007,19.0,43.5,83.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-24,2007,19.37,45.3,83.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-25,2007,18.6,41.6,82.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-26,2007,17.63,37.0,80.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-27,2007,17.0,34.0,78.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-09-28,2007,18.0,38.7,80.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-01,2007,17.84,38.0,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-02,2007,18.49,41.1,81.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-03,2007,18.8,42.6,82.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-04,2007,18.44,40.8,80.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-05,2007,16.91,33.5,75.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-08,2007,17.46,36.2,77.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-09,2007,16.12,29.8,72.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-10,2007,16.67,32.4,73.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-11,2007,18.88,42.9,82.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-12,2007,17.73,37.4,77.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-15,2007,19.25,44.7,83.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-16,2007,20.02,48.4,84.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-17,2007,18.54,41.3,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-18,2007,18.5,41.1,79.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-23,2007,20.41,50.2,84.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-24,2007,20.8,52.1,85.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-25,2007,21.17,53.9,85.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-26,2007,19.56,46.2,81.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-29,2007,19.87,47.7,81.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-30,2007,21.07,53.4,85.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-10-31,2007,18.53,41.3,76.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2007-12-26,2007,18.66,41.4,63.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2008-04-10,2008,21.98,49.4,48.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2008-04-16,2008,20.53,41.9,39.8,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-17,2008,20.37,41.2,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-18,2008,20.13,40.0,37.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-21,2008,20.5,40.7,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-22,2008,20.87,42.5,42.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2008-04-23,2008,20.26,39.5,36.7,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-24,2008,20.06,38.5,35.9,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-25,2008,19.59,36.1,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-28,2008,19.64,35.3,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-29,2008,20.24,38.4,36.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-04-30,2008,20.79,41.2,41.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2008-05-01,2008,18.88,31.4,30.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-02,2008,18.18,27.8,25.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-05,2008,18.9,31.5,31.1,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-06,2008,18.21,28.0,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-07,2008,19.73,35.8,33.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-08,2008,19.4,34.1,31.9,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-09,2008,19.41,34.1,31.9,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-12,2008,17.79,25.8,21.9,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-13,2008,17.98,26.8,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-14,2008,17.66,25.2,20.7,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-15,2008,16.3,18.2,15.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-16,2008,16.47,19.0,15.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-19,2008,17.01,21.7,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-20,2008,17.58,24.7,19.9,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-21,2008,18.59,29.9,26.7,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-22,2008,18.05,27.1,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-27,2008,19.64,35.3,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-28,2008,19.07,32.3,29.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-29,2008,18.14,27.5,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2008-05-30,2008,17.83,26.0,19.1,LOW,BULLISH,NORMAL,,a_double_blocked
2008-06-05,2008,18.63,29.8,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2008-08-28,2008,19.43,20.5,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2009-10-15,2009,21.72,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-10-16,2009,21.43,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-10-19,2009,21.49,0.1,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2009-10-20,2009,20.9,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-10-22,2009,20.69,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-11-18,2009,21.63,1.6,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-11-23,2009,21.16,1.0,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2009-11-24,2009,20.47,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-11-25,2009,20.48,0.0,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-01,2009,21.92,3.4,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-02,2009,21.12,1.5,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-04,2009,21.25,2.0,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-11,2009,21.59,3.1,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-14,2009,21.15,1.9,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-15,2009,21.49,2.8,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-16,2009,20.54,0.2,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-18,2009,21.68,3.3,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-21,2009,20.49,0.1,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-22,2009,19.54,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-23,2009,19.71,0.5,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-24,2009,19.47,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-28,2009,19.93,1.2,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-29,2009,20.01,1.5,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-30,2009,19.96,1.3,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2009-12-31,2009,21.68,5.9,8.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-04,2010,20.04,1.5,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-05,2010,19.35,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-06,2010,19.16,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-07,2010,19.06,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-08,2010,18.13,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-11,2010,17.55,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-12,2010,18.25,1.8,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-13,2010,17.85,0.8,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-14,2010,17.63,0.2,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-15,2010,17.91,0.9,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-19,2010,17.58,0.1,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-01-20,2010,18.68,3.2,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-02,2010,19.06,4.5,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-03,2010,18.83,3.9,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-04,2010,18.72,3.6,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-05,2010,17.42,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-08,2010,17.79,1.1,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-09,2010,17.92,1.8,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-10,2010,18.57,4.0,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-11,2010,18.06,2.2,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-12,2010,17.58,0.6,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-15,2010,18.0,2.0,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-16,2010,17.69,0.9,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-17,2010,16.91,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-18,2010,16.62,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-19,2010,16.97,1.2,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-22,2010,16.87,0.9,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-23,2010,16.35,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-24,2010,17.55,4.1,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-25,2010,18.4,7.0,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-26,2010,17.77,4.9,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-29,2010,17.59,4.2,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-30,2010,17.13,2.8,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-03-31,2010,17.59,4.8,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-01,2010,17.47,4.4,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-05,2010,17.02,2.7,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-06,2010,16.23,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-07,2010,16.62,1.6,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-08,2010,16.48,1.1,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-09,2010,16.14,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-12,2010,15.58,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-13,2010,16.2,2.6,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-14,2010,15.59,0.0,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-15,2010,15.89,1.3,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-16,2010,18.36,11.8,13.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-19,2010,17.34,7.5,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-20,2010,15.73,0.7,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-21,2010,16.32,3.3,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-22,2010,16.47,3.9,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-23,2010,16.62,4.6,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-26,2010,17.47,8.3,8.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-28,2010,21.08,26.3,27.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-04-29,2010,18.44,13.7,16.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-05-03,2010,20.19,24.3,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-08-06,2010,21.74,20.4,35.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-03,2010,21.31,19.0,30.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-10,2010,21.99,21.2,36.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-13,2010,21.21,18.6,30.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-14,2010,21.56,19.8,33.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-16,2010,21.72,20.3,35.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-20,2010,21.5,19.6,33.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-09-24,2010,21.71,20.3,36.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-05,2010,21.76,20.5,38.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-06,2010,21.49,19.6,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-07,2010,21.56,19.8,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-08,2010,20.71,17.0,28.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-11,2010,18.96,11.2,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-12,2010,18.93,11.1,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-13,2010,19.07,11.6,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-14,2010,19.88,14.2,23.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-15,2010,19.03,11.4,19.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-18,2010,19.09,11.6,21.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-19,2010,20.63,16.7,29.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-20,2010,19.79,13.9,24.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-21,2010,19.27,12.2,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-22,2010,18.78,10.6,18.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-25,2010,19.85,14.1,25.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-26,2010,20.22,15.4,29.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-27,2010,20.71,17.0,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-28,2010,20.88,17.5,33.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-10-29,2010,21.2,18.6,35.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-01,2010,21.83,20.7,43.8,NEUTRAL,BULLISH,NORMAL,,d_open
2010-11-02,2010,21.57,19.8,39.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-03,2010,19.56,13.2,24.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-04,2010,18.52,9.7,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-05,2010,18.26,8.9,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-08,2010,18.29,9.0,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-09,2010,19.08,11.6,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-10,2010,18.47,9.6,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-11,2010,18.64,10.1,19.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-12,2010,20.61,16.7,34.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-15,2010,20.2,15.3,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-17,2010,21.76,20.5,47.4,NEUTRAL,BULLISH,NORMAL,,d_open
2010-11-18,2010,18.75,10.5,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-19,2010,18.04,8.1,14.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-22,2010,18.37,9.2,17.5,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-24,2010,19.56,13.2,28.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-11-29,2010,21.53,19.7,43.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2010-12-01,2010,21.36,19.1,41.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2010-12-02,2010,19.39,12.6,27.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-03,2010,18.01,8.0,14.7,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-06,2010,18.02,8.1,15.1,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-07,2010,17.99,8.0,14.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-08,2010,17.74,7.1,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-09,2010,17.25,5.5,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-10,2010,17.61,6.7,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-13,2010,17.55,6.5,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-14,2010,17.61,6.7,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-15,2010,17.94,7.8,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-16,2010,17.39,6.0,8.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-17,2010,16.11,1.8,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-20,2010,16.41,2.7,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-21,2010,16.49,3.0,5.2,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-22,2010,15.45,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-23,2010,16.47,3.4,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-27,2010,17.67,7.3,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-28,2010,17.52,6.8,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-29,2010,17.28,6.0,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-30,2010,17.52,6.8,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2010-12-31,2010,17.75,7.6,18.3,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-03,2011,17.61,7.1,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-04,2011,17.38,6.4,10.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-05,2011,17.02,5.2,8.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-06,2011,17.4,6.4,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-07,2011,17.14,5.6,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-10,2011,17.54,6.9,14.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-11,2011,16.89,4.7,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-12,2011,16.24,2.6,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-13,2011,16.39,3.1,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-14,2011,15.46,0.0,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-18,2011,15.87,1.4,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-19,2011,17.31,6.1,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-20,2011,17.99,8.4,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-21,2011,18.47,10.0,29.1,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-24,2011,17.65,7.3,20.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-25,2011,17.59,7.1,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-26,2011,16.64,3.9,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-27,2011,16.15,2.3,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-01-28,2011,20.04,15.1,41.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-01-31,2011,19.53,13.4,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-01,2011,17.63,7.2,21.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-02,2011,17.3,6.1,13.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-03,2011,16.69,4.1,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-04,2011,15.93,1.6,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-07,2011,16.28,2.7,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-08,2011,15.81,1.2,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-09,2011,15.87,1.4,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-10,2011,16.09,2.1,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-11,2011,15.69,0.8,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-14,2011,15.95,1.6,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-15,2011,16.37,3.0,8.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-16,2011,16.72,4.2,13.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-17,2011,16.59,3.8,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-18,2011,16.43,3.2,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-02-22,2011,20.8,17.6,51.0,NEUTRAL,BULLISH,NORMAL,,d_open
2011-02-24,2011,21.32,19.3,52.6,NEUTRAL,BULLISH,NORMAL,,d_open
2011-02-25,2011,19.22,12.4,42.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-02-28,2011,18.35,9.6,34.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-03-01,2011,21.01,18.3,50.6,NEUTRAL,BULLISH,NORMAL,,d_open
2011-03-02,2011,20.7,17.3,48.6,NEUTRAL,BULLISH,NORMAL,,d_open
2011-03-03,2011,18.6,10.4,38.2,LOW,BULLISH,NORMAL,,a_double_blocked
2011-03-04,2011,19.06,11.9,40.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-03-07,2011,20.66,17.2,48.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2011-03-08,2011,19.82,14.4,44.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2011-03-09,2011,20.22,15.7,46.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2011-03-29,2011,18.16,8.9,28.3,LOW,BULLISH,NORMAL,,a_double_blocked
2011-03-30,2011,17.71,7.4,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-03-31,2011,17.74,7.5,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-01,2011,17.4,6.4,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-04,2011,17.5,6.8,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-05,2011,17.25,5.9,14.3,LOW,BULLISH,NORMAL,,a_double_blocked
