date,vix,regime,ivr,ivp,spx,trend,trend_gap,vix_5d_avg,strategy,strategy_key,hv_spell_age,bearish_streak,ivp63,ivp252,regime_decay,local_spike,iv_signal
2007-07-19,15.23,NORMAL,54.8,87.3,1553.08,BULLISH,2.17,15.52,Reduce / Wait,,0,0,74.2,87.3,False,False,HIGH
2007-07-20,16.95,NORMAL,72.5,96.4,1534.1,BULLISH,0.9,15.88,Reduce / Wait,,0,0,95.2,96.4,False,False,HIGH
2007-07-23,16.81,NORMAL,71.0,96.0,1541.57,BULLISH,1.32,16.12,Reduce / Wait,,0,0,93.5,96.0,False,False,HIGH
2007-07-24,18.55,NORMAL,88.9,98.8,1511.04,BEARISH,-0.69,16.71,Reduce / Wait,,0,1,98.4,98.8,False,False,HIGH
2007-07-25,18.1,NORMAL,84.3,97.6,1518.09,NEUTRAL,-0.25,17.13,Reduce / Wait,,0,0,96.8,97.6,False,False,HIGH
2007-07-26,20.74,NORMAL,100.0,100.0,1482.66,BEARISH,-2.55,18.23,Reduce / Wait,,0,1,100.0,100.0,False,False,HIGH
2007-07-27,24.17,HIGH_VOL,100.0,100.0,1458.95,BEARISH,-4.04,19.67,Reduce / Wait,,0,2,100.0,100.0,False,False,HIGH
2007-07-30,20.87,NORMAL,76.9,99.6,1473.91,BEARISH,-3.01,20.49,Reduce / Wait,,0,3,98.4,99.6,False,False,HIGH
2007-07-31,23.52,HIGH_VOL,95.4,99.6,1455.27,BEARISH,-4.15,21.48,Reduce / Wait,,0,4,98.4,99.6,False,False,HIGH
2007-08-01,23.67,HIGH_VOL,96.5,99.6,1465.81,BEARISH,-3.38,22.59,Reduce / Wait,,1,5,98.4,99.6,False,False,HIGH
2007-08-02,21.22,NORMAL,79.3,98.8,1472.2,BEARISH,-2.89,22.69,Reduce / Wait,,0,6,95.2,98.8,False,False,HIGH
2007-08-03,25.16,HIGH_VOL,100.0,100.0,1433.06,BEARISH,-5.36,22.89,Reduce / Wait,,0,7,100.0,100.0,False,False,HIGH
2007-08-06,22.94,HIGH_VOL,85.5,98.4,1467.67,BEARISH,-3.02,23.3,Reduce / Wait,,3,8,93.5,98.4,False,False,HIGH
2007-08-07,21.56,NORMAL,76.4,98.0,1476.71,BEARISH,-2.38,22.91,Reduce / Wait,,0,9,91.9,98.0,False,False,HIGH
2007-08-08,21.45,NORMAL,75.7,97.6,1497.49,NEUTRAL,-0.98,22.47,Iron Condor,iron_condor,0,0,90.3,97.6,False,False,HIGH
2007-08-09,26.48,HIGH_VOL,100.0,100.0,1453.09,BEARISH,-3.81,23.52,Reduce / Wait,,0,1,100.0,100.0,False,False,HIGH
2007-08-10,28.3,HIGH_VOL,100.0,100.0,1453.64,BEARISH,-3.68,24.15,Reduce / Wait,,1,2,100.0,100.0,False,False,HIGH
2007-08-13,26.57,HIGH_VOL,90.6,99.6,1452.92,BEARISH,-3.62,24.87,Reduce / Wait,,4,3,98.4,99.6,False,False,HIGH
2007-08-14,27.68,HIGH_VOL,96.6,99.6,1426.54,BEARISH,-5.23,26.1,Reduce / Wait,,5,4,98.4,99.6,False,False,HIGH
2007-08-15,30.67,HIGH_VOL,100.0,100.0,1406.7,BEARISH,-6.39,27.94,Reduce / Wait,,6,5,100.0,100.0,False,False,HIGH
2007-08-16,30.83,HIGH_VOL,100.0,100.0,1411.27,BEARISH,-5.96,28.81,Reduce / Wait,,7,6,100.0,100.0,False,False,HIGH
2007-08-17,29.99,HIGH_VOL,96.0,99.2,1445.94,BEARISH,-3.59,29.15,Reduce / Wait,,8,7,96.8,99.2,False,False,HIGH
2007-08-20,26.33,HIGH_VOL,78.5,97.2,1445.55,BEARISH,-3.53,29.1,Iron Condor (High Vol),iron_condor_hv,11,8,88.7,97.2,False,False,HIGH
2007-08-21,25.25,HIGH_VOL,73.4,96.8,1447.12,BEARISH,-3.35,28.61,Iron Condor (High Vol),iron_condor_hv,12,9,87.1,96.8,False,False,HIGH
2007-08-22,22.89,HIGH_VOL,62.1,94.4,1464.07,BEARISH,-2.18,27.06,Iron Condor (High Vol),iron_condor_hv,13,10,77.4,94.4,False,False,HIGH
2007-08-23,22.62,HIGH_VOL,60.8,94.0,1462.5,BEARISH,-2.21,25.42,Iron Condor (High Vol),iron_condor_hv,14,11,75.8,94.0,False,False,HIGH
2007-08-24,20.72,NORMAL,51.7,91.6,1479.37,BEARISH,-1.03,23.56,Iron Condor,iron_condor,0,12,66.1,91.6,False,False,HIGH
2007-08-27,22.72,HIGH_VOL,61.3,94.0,1466.79,BEARISH,-1.78,22.84,Iron Condor (High Vol),iron_condor_hv,0,13,75.8,94.0,False,False,HIGH
2007-08-28,26.3,HIGH_VOL,78.4,96.8,1432.36,BEARISH,-3.96,23.05,Iron Condor (High Vol),iron_condor_hv,1,14,87.1,96.8,False,False,HIGH
2007-08-29,23.81,HIGH_VOL,66.5,95.2,1463.76,BEARISH,-1.77,23.23,Iron Condor (High Vol),iron_condor_hv,2,15,80.6,95.2,False,False,HIGH
2007-08-30,25.06,HIGH_VOL,72.4,95.6,1457.64,BEARISH,-2.1,23.72,Iron Condor (High Vol),iron_condor_hv,3,16,82.3,95.6,False,False,HIGH
2007-08-31,23.38,HIGH_VOL,64.4,93.6,1473.99,NEUTRAL,-0.94,24.25,Reduce / Wait,,4,0,74.2,93.6,False,False,HIGH
2007-09-04,22.78,HIGH_VOL,61.6,92.4,1489.42,NEUTRAL,0.11,24.27,Reduce / Wait,,8,0,69.4,92.4,False,False,HIGH
2007-09-05,24.58,HIGH_VOL,70.2,95.2,1472.29,NEUTRAL,-1.0,23.92,Reduce / Wait,,9,0,80.6,95.2,False,False,HIGH
2007-09-06,23.99,HIGH_VOL,67.3,94.4,1478.55,NEUTRAL,-0.56,23.96,Reduce / Wait,,10,0,77.4,94.4,False,False,HIGH
2007-09-07,26.23,HIGH_VOL,78.0,96.4,1453.55,BEARISH,-2.18,24.19,Reduce / Wait,,11,1,85.5,96.4,False,False,HIGH
2007-09-10,27.38,HIGH_VOL,83.5,98.0,1451.7,BEARISH,-2.23,24.99,Reduce / Wait,,14,2,91.9,98.0,False,False,HIGH
2007-09-11,25.27,HIGH_VOL,73.4,95.6,1471.49,NEUTRAL,-0.85,25.49,Reduce / Wait,,15,0,82.3,95.6,False,False,HIGH
2007-09-12,24.96,HIGH_VOL,72.0,94.0,1471.56,NEUTRAL,-0.78,25.57,Reduce / Wait,,16,0,75.8,94.0,False,False,HIGH
2007-09-13,24.76,HIGH_VOL,71.0,93.6,1483.95,NEUTRAL,0.11,25.72,Reduce / Wait,,17,0,74.2,93.6,False,False,HIGH
2007-09-14,24.92,HIGH_VOL,71.8,93.6,1484.25,NEUTRAL,0.18,25.46,Reduce / Wait,,18,0,74.2,93.6,False,False,HIGH
2007-09-17,26.48,HIGH_VOL,79.2,96.8,1476.65,NEUTRAL,-0.26,25.28,Reduce / Wait,,21,0,87.1,96.8,False,False,HIGH
2007-09-18,20.35,NORMAL,50.0,85.3,1519.78,BULLISH,2.67,24.29,Reduce / Wait,,0,0,40.3,85.3,True,False,HIGH
2007-09-19,20.03,NORMAL,48.4,84.9,1529.03,BULLISH,3.27,23.31,Reduce / Wait,,0,0,38.7,84.9,True,False,HIGH
2007-09-20,20.45,NORMAL,50.4,85.3,1518.75,BULLISH,2.58,22.45,Reduce / Wait,,0,0,40.3,85.3,True,False,HIGH
2007-09-21,19.0,NORMAL,43.5,83.7,1525.75,BULLISH,3.08,21.26,Reduce / Wait,,0,0,35.5,83.7,True,False,HIGH
2007-09-24,19.37,NORMAL,45.3,83.7,1517.73,BULLISH,2.58,19.84,Reduce / Wait,,0,0,35.5,83.7,True,False,HIGH
2007-09-25,18.6,NORMAL,41.6,82.1,1517.21,BULLISH,2.59,19.49,Reduce / Wait,,0,0,32.3,82.1,True,False,HIGH
2007-09-26,17.63,NORMAL,37.0,80.1,1525.42,BULLISH,3.18,19.01,Reduce / Wait,,0,0,27.4,80.1,True,False,HIGH
2007-09-27,17.0,NORMAL,34.0,78.5,1531.38,BULLISH,3.61,18.32,Reduce / Wait,,0,0,24.2,78.5,True,False,HIGH
2007-09-28,18.0,NORMAL,38.7,80.1,1526.75,BULLISH,3.33,18.12,Reduce / Wait,,0,0,27.4,80.1,True,False,HIGH
2007-10-01,17.84,NORMAL,38.0,79.7,1547.04,BULLISH,4.69,17.81,Reduce / Wait,,0,0,25.8,79.7,True,False,HIGH
2007-10-02,18.49,NORMAL,41.1,81.3,1546.63,BULLISH,4.65,17.79,Reduce / Wait,,0,0,29.0,81.3,True,False,HIGH
2007-10-03,18.8,NORMAL,42.6,82.5,1539.59,BULLISH,4.13,18.03,Reduce / Wait,,0,0,32.3,82.5,True,False,HIGH
2007-10-04,18.44,NORMAL,40.8,80.5,1542.84,BULLISH,4.32,18.31,Reduce / Wait,,0,0,25.8,80.5,True,False,HIGH
2007-10-05,16.91,NORMAL,33.5,75.7,1557.59,BULLISH,5.21,18.1,Reduce / Wait,,0,0,12.9,75.7,True,False,HIGH
2007-10-08,17.46,NORMAL,36.2,77.3,1552.58,BULLISH,4.74,18.02,Reduce / Wait,,0,0,17.7,77.3,True,False,HIGH
2007-10-09,16.12,NORMAL,29.8,72.1,1565.15,BULLISH,5.46,17.55,Reduce / Wait,,0,0,9.7,72.1,True,False,HIGH
2007-10-10,16.67,NORMAL,32.4,73.7,1562.47,BULLISH,5.12,17.12,Reduce / Wait,,0,0,9.7,73.7,True,False,HIGH
2007-10-11,18.88,NORMAL,42.9,82.5,1554.41,BULLISH,4.46,17.21,Reduce / Wait,,0,0,32.3,82.5,True,False,HIGH
2007-10-12,17.73,NORMAL,37.4,77.7,1561.8,BULLISH,4.83,17.37,Reduce / Wait,,0,0,17.7,77.7,True,False,HIGH
2007-10-15,19.25,NORMAL,44.7,83.3,1548.71,BULLISH,3.79,17.73,Reduce / Wait,,0,0,33.9,83.3,True,False,HIGH
2007-10-16,20.02,NORMAL,48.4,84.1,1538.53,BULLISH,3.01,18.51,Reduce / Wait,,0,0,35.5,84.1,True,False,HIGH
2007-10-17,18.54,NORMAL,41.3,79.7,1541.24,BULLISH,3.1,18.88,Reduce / Wait,,0,0,22.6,79.7,True,False,HIGH
2007-10-18,18.5,NORMAL,41.1,79.3,1540.08,BULLISH,2.96,18.81,Reduce / Wait,,0,0,21.0,79.3,True,False,HIGH
2007-10-19,22.96,HIGH_VOL,62.4,89.6,1500.63,NEUTRAL,0.26,19.85,Reduce / Wait,,0,0,58.1,89.6,False,False,HIGH
2007-10-22,21.64,NORMAL,56.1,87.3,1506.33,NEUTRAL,0.57,20.33,Reduce / Wait,,0,0,48.4,87.3,True,False,HIGH
2007-10-23,20.41,NORMAL,50.2,84.1,1519.59,BULLISH,1.37,20.41,Reduce / Wait,,0,0,35.5,84.1,True,False,HIGH
2007-10-24,20.8,NORMAL,52.1,85.3,1515.88,BULLISH,1.0,20.86,Reduce / Wait,,0,0,40.3,85.3,True,False,HIGH
2007-10-25,21.17,NORMAL,53.9,85.7,1514.4,BULLISH,0.76,21.4,Reduce / Wait,,0,0,43.5,85.7,True,False,HIGH
2007-10-26,19.56,NORMAL,46.2,81.3,1535.28,BULLISH,1.98,20.72,Reduce / Wait,,0,0,30.6,81.3,True,False,HIGH
2007-10-29,19.87,NORMAL,47.7,81.7,1540.98,BULLISH,2.23,20.36,Reduce / Wait,,0,0,32.3,81.7,True,False,HIGH
2007-10-30,21.07,NORMAL,53.4,85.3,1531.02,BULLISH,1.45,20.49,Reduce / Wait,,0,0,45.2,85.3,True,False,HIGH
2007-10-31,18.53,NORMAL,41.3,76.1,1549.38,BULLISH,2.53,20.04,Reduce / Wait,,0,0,19.4,76.1,True,False,HIGH
2007-11-01,23.21,HIGH_VOL,63.6,89.6,1508.44,NEUTRAL,-0.24,20.45,Reduce / Wait,,0,0,64.5,89.6,False,False,HIGH
2007-11-02,23.01,HIGH_VOL,62.7,89.2,1509.65,NEUTRAL,-0.22,21.14,Iron Condor (High Vol),iron_condor_hv,1,0,62.9,89.2,False,False,HIGH
2007-11-05,24.31,HIGH_VOL,68.9,92.0,1502.17,NEUTRAL,-0.74,22.03,Reduce / Wait,,4,0,69.4,92.0,False,False,HIGH
2007-11-06,21.39,NORMAL,54.9,84.9,1520.27,NEUTRAL,0.38,22.09,Reduce / Wait,,0,0,50.0,84.9,False,False,HIGH
2007-11-07,26.49,HIGH_VOL,79.3,97.2,1475.62,BEARISH,-2.62,23.68,Reduce / Wait,,0,1,88.7,97.2,False,False,HIGH
2007-11-08,26.16,HIGH_VOL,77.7,94.8,1474.77,BEARISH,-2.69,24.27,Reduce / Wait,,1,2,82.3,94.8,False,False,HIGH
2007-11-09,28.5,HIGH_VOL,88.9,98.8,1453.7,BEARISH,-4.08,25.37,Reduce / Wait,,2,3,95.2,98.8,False,False,HIGH
2007-11-12,31.09,HIGH_VOL,100.0,100.0,1439.18,BEARISH,-4.99,26.73,Reduce / Wait,,5,4,100.0,100.0,False,False,HIGH
2007-11-13,24.1,HIGH_VOL,67.0,89.6,1481.05,BEARISH,-2.22,27.27,Iron Condor (High Vol),iron_condor_hv,6,5,69.4,89.6,False,False,HIGH
2007-11-14,25.94,HIGH_VOL,75.7,93.6,1470.58,BEARISH,-2.91,27.16,Iron Condor (High Vol),iron_condor_hv,7,6,83.9,93.6,False,False,HIGH
2007-11-15,28.06,HIGH_VOL,85.7,97.6,1451.15,BEARISH,-4.16,27.54,Reduce / Wait,,8,7,96.8,97.6,False,False,HIGH
2007-11-16,25.49,HIGH_VOL,73.6,92.8,1458.74,BEARISH,-3.66,26.94,Iron Condor (High Vol),iron_condor_hv,9,8,83.9,92.8,False,False,HIGH
2007-11-19,26.01,HIGH_VOL,76.0,93.2,1433.27,BEARISH,-5.32,25.92,Iron Condor (High Vol),iron_condor_hv,12,9,85.5,93.2,False,False,HIGH
2007-11-20,24.88,HIGH_VOL,70.7,89.6,1439.7,BEARISH,-4.86,26.08,Iron Condor (High Vol),iron_condor_hv,13,10,74.2,89.6,False,False,HIGH
2007-11-21,26.84,HIGH_VOL,80.0,96.4,1416.77,BEARISH,-6.3,26.26,Iron Condor (High Vol),iron_condor_hv,14,11,93.5,96.4,False,False,HIGH
2007-11-23,25.61,HIGH_VOL,74.2,92.0,1440.7,BEARISH,-4.67,25.77,Iron Condor (High Vol),iron_condor_hv,16,12,80.6,92.0,False,False,HIGH
2007-11-26,28.91,HIGH_VOL,89.7,98.4,1407.22,BEARISH,-6.79,26.45,Reduce / Wait,,19,13,98.4,98.4,False,False,HIGH
2007-11-27,26.28,HIGH_VOL,77.3,93.2,1428.23,BEARISH,-5.33,26.5,Reduce / Wait,,20,14,87.1,93.2,False,False,HIGH
2007-11-28,24.11,HIGH_VOL,67.1,86.1,1469.02,BEARISH,-2.56,26.35,Iron Condor (High Vol),iron_condor_hv,21,15,62.9,86.1,False,False,HIGH
2007-11-29,23.97,HIGH_VOL,66.4,84.9,1469.72,BEARISH,-2.44,25.78,Iron Condor (High Vol),iron_condor_hv,22,16,59.7,84.9,False,False,HIGH
2007-11-30,22.87,HIGH_VOL,61.2,80.9,1481.14,BEARISH,-1.63,25.23,Iron Condor (High Vol),iron_condor_hv,23,17,53.2,80.9,False,False,HIGH
2007-12-03,23.61,HIGH_VOL,64.7,83.7,1472.42,BEARISH,-2.14,24.17,Iron Condor (High Vol),iron_condor_hv,26,18,58.1,83.7,False,False,HIGH
2007-12-04,23.79,HIGH_VOL,65.6,84.1,1462.79,BEARISH,-2.71,23.67,Iron Condor (High Vol),iron_condor_hv,27,19,59.7,84.1,False,False,HIGH
2007-12-05,22.53,HIGH_VOL,59.6,78.5,1485.01,NEUTRAL,-1.19,23.35,Iron Condor (High Vol),iron_condor_hv,28,0,51.6,78.5,False,False,HIGH
2007-12-06,20.96,NORMAL,52.2,75.3,1507.34,NEUTRAL,0.32,22.75,Iron Condor,iron_condor,0,0,45.2,75.3,True,False,HIGH
2007-12-07,20.85,NORMAL,51.7,74.5,1504.66,NEUTRAL,0.17,22.35,Iron Condor,iron_condor,0,0,45.2,74.5,True,False,HIGH
2007-12-10,20.74,NORMAL,51.2,73.3,1515.96,NEUTRAL,0.94,21.77,Iron Condor,iron_condor,0,0,43.5,73.3,True,False,HIGH
2007-12-11,23.59,HIGH_VOL,64.6,82.9,1477.65,BEARISH,-1.52,21.73,Iron Condor (High Vol),iron_condor_hv,0,1,64.5,82.9,False,False,HIGH
2007-12-12,22.47,HIGH_VOL,59.3,77.7,1486.59,NEUTRAL,-0.84,21.72,Iron Condor (High Vol),iron_condor_hv,1,0,56.5,77.7,False,False,HIGH
2007-12-13,22.56,HIGH_VOL,59.8,78.1,1488.41,NEUTRAL,-0.65,22.04,Iron Condor (High Vol),iron_condor_hv,2,0,59.7,78.1,False,False,HIGH
2007-12-14,23.27,HIGH_VOL,63.1,81.7,1467.95,BEARISH,-1.92,22.53,Iron Condor (High Vol),iron_condor_hv,3,1,67.7,81.7,False,False,HIGH
2007-12-17,24.52,HIGH_VOL,69.0,86.9,1445.9,BEARISH,-3.25,23.28,Reduce / Wait,,6,2,79.0,86.9,False,False,HIGH
2007-12-18,22.64,HIGH_VOL,60.1,77.7,1454.98,BEARISH,-2.52,23.09,Reduce / Wait,,7,3,58.1,77.7,False,False,HIGH
2007-12-19,21.68,NORMAL,55.6,75.7,1453.0,BEARISH,-2.5,22.93,Reduce / Wait,,0,4,51.6,75.7,False,False,HIGH
2007-12-20,20.58,NORMAL,50.4,69.7,1460.12,BEARISH,-1.89,22.54,Reduce / Wait,,0,5,37.1,69.7,True,False,NEUTRAL
2007-12-21,18.47,NORMAL,40.5,61.0,1484.46,NEUTRAL,-0.16,21.58,Reduce / Wait,,0,0,16.1,61.0,True,False,NEUTRAL
2007-12-24,18.6,NORMAL,41.1,62.9,1496.45,NEUTRAL,0.73,20.39,Reduce / Wait,,0,0,24.2,62.9,True,False,NEUTRAL
2007-12-26,18.66,NORMAL,41.4,63.7,1497.66,BULLISH,0.89,19.6,Reduce / Wait,,0,0,24.2,63.7,True,False,NEUTRAL
2007-12-27,20.26,NORMAL,48.9,68.1,1476.27,NEUTRAL,-0.47,19.31,Reduce / Wait,,0,0,33.9,68.1,True,False,NEUTRAL
2007-12-28,20.74,NORMAL,51.2,70.1,1478.49,NEUTRAL,-0.24,19.35,Iron Condor,iron_condor,0,0,37.1,70.1,True,False,HIGH
2007-12-31,22.5,HIGH_VOL,59.5,76.1,1468.36,NEUTRAL,-0.83,20.15,Iron Condor (High Vol),iron_condor_hv,0,0,53.2,76.1,False,False,HIGH
2008-01-02,23.17,HIGH_VOL,62.6,80.5,1447.16,BEARISH,-2.19,21.07,Iron Condor (High Vol),iron_condor_hv,2,1,62.9,80.5,False,False,HIGH
2008-01-03,22.49,HIGH_VOL,59.4,75.3,1447.16,BEARISH,-2.11,21.83,Reduce / Wait,,3,2,50.0,75.3,False,False,HIGH
2008-01-04,23.94,HIGH_VOL,66.3,84.1,1411.63,BEARISH,-4.37,22.57,Reduce / Wait,,4,3,71.0,84.1,False,False,HIGH
2008-01-07,23.79,HIGH_VOL,65.6,82.9,1416.18,BEARISH,-3.93,23.18,Reduce / Wait,,7,4,67.7,82.9,False,False,HIGH
2008-01-08,25.43,HIGH_VOL,73.3,90.4,1390.19,BEARISH,-5.54,23.76,Reduce / Wait,,8,5,80.6,90.4,False,False,HIGH
2008-01-09,24.12,HIGH_VOL,67.1,85.3,1409.13,BEARISH,-4.09,23.95,Reduce / Wait,,9,6,74.2,85.3,False,False,HIGH
2008-01-10,23.45,HIGH_VOL,64.0,80.1,1420.33,BEARISH,-3.17,24.15,Reduce / Wait,,10,7,59.7,80.1,False,False,HIGH
2008-01-11,23.68,HIGH_VOL,65.0,81.7,1401.02,BEARISH,-4.31,24.09,Reduce / Wait,,11,8,62.9,81.7,False,False,HIGH
2008-01-14,22.9,HIGH_VOL,61.4,76.5,1416.25,BEARISH,-3.1,23.92,Iron Condor (High Vol),iron_condor_hv,14,9,48.4,76.5,True,False,HIGH
2008-01-15,23.34,HIGH_VOL,63.4,78.9,1380.95,BEARISH,-5.35,23.5,Iron Condor (High Vol),iron_condor_hv,15,10,56.5,78.9,False,False,HIGH
2008-01-16,24.38,HIGH_VOL,68.3,86.1,1373.2,BEARISH,-5.7,23.55,Reduce / Wait,,16,11,75.8,86.1,False,False,HIGH
2008-01-17,28.46,HIGH_VOL,87.6,97.6,1333.25,BEARISH,-8.23,24.55,Reduce / Wait,,17,12,95.2,97.6,False,False,HIGH
2008-01-18,27.18,HIGH_VOL,81.6,95.6,1325.19,BEARISH,-8.54,25.25,Reduce / Wait,,18,13,91.9,95.6,False,False,HIGH
2008-01-22,31.01,HIGH_VOL,99.6,99.6,1310.5,BEARISH,-9.35,26.87,Reduce / Wait,,22,14,98.4,99.6,False,False,HIGH
2008-01-23,29.02,HIGH_VOL,90.2,98.0,1338.6,BEARISH,-7.23,28.01,Reduce / Wait,,23,15,96.8,98.0,False,False,HIGH
2008-01-24,27.78,HIGH_VOL,84.3,95.6,1352.07,BEARISH,-6.16,28.69,Iron Condor (High Vol),iron_condor_hv,24,16,88.7,95.6,False,False,HIGH
2008-01-25,29.08,HIGH_VOL,90.5,98.0,1330.61,BEARISH,-7.51,28.81,Reduce / Wait,,25,17,96.8,98.0,False,False,HIGH
2008-01-28,27.78,HIGH_VOL,84.3,94.8,1353.96,BEARISH,-5.72,28.93,Iron Condor (High Vol),iron_condor_hv,28,18,85.5,94.8,False,False,HIGH
2008-01-29,27.32,HIGH_VOL,82.1,93.6,1362.3,BEARISH,-5.0,28.2,Iron Condor (High Vol),iron_condor_hv,29,19,83.9,93.6,False,False,HIGH
2008-01-30,27.62,HIGH_VOL,83.5,94.0,1355.81,BEARISH,-5.33,27.92,Iron Condor (High Vol),iron_condor_hv,30,20,83.9,94.0,False,False,HIGH
2008-01-31,26.2,HIGH_VOL,76.8,88.8,1378.55,BEARISH,-3.63,27.6,Iron Condor (High Vol),iron_condor_hv,31,21,74.2,88.8,False,False,HIGH
2008-02-01,24.02,HIGH_VOL,66.4,79.7,1395.42,BEARISH,-2.4,26.59,Iron Condor (High Vol),iron_condor_hv,32,22,51.6,79.7,False,False,HIGH
2008-02-04,25.99,HIGH_VOL,75.8,87.6,1380.82,BEARISH,-3.34,26.23,Iron Condor (High Vol),iron_condor_hv,35,23,69.4,87.6,False,False,HIGH
2008-02-05,28.24,HIGH_VOL,86.5,95.6,1336.64,BEARISH,-6.33,26.41,Reduce / Wait,,36,24,88.7,95.6,False,False,HIGH
2008-02-06,28.97,HIGH_VOL,89.9,97.2,1326.45,BEARISH,-6.89,26.68,Reduce / Wait,,37,25,93.5,97.2,False,False,HIGH
2008-02-07,27.66,HIGH_VOL,83.7,93.2,1336.91,BEARISH,-6.07,26.98,Reduce / Wait,,38,26,80.6,93.2,False,False,HIGH
2008-02-08,28.01,HIGH_VOL,85.4,94.4,1331.29,BEARISH,-6.33,27.77,Reduce / Wait,,39,27,83.9,94.4,False,False,HIGH
2008-02-11,27.6,HIGH_VOL,83.4,92.0,1339.13,BEARISH,-5.61,28.1,Reduce / Wait,,42,28,75.8,92.0,False,False,HIGH
2008-02-12,26.33,HIGH_VOL,77.4,88.0,1348.86,BEARISH,-4.76,27.71,Reduce / Wait,,43,29,71.0,88.0,False,False,HIGH
2008-02-13,24.88,HIGH_VOL,70.5,80.5,1367.21,BEARISH,-3.31,26.9,Iron Condor (High Vol),iron_condor_hv,44,30,56.5,80.5,False,False,HIGH
2008-02-14,25.54,HIGH_VOL,73.7,84.1,1348.86,BEARISH,-4.44,26.47,Iron Condor (High Vol),iron_condor_hv,45,31,61.3,84.1,False,False,HIGH
2008-02-15,25.02,HIGH_VOL,71.2,81.3,1349.99,BEARISH,-4.21,25.87,Iron Condor (High Vol),iron_condor_hv,46,32,58.1,81.3,False,False,HIGH
2008-02-19,25.59,HIGH_VOL,73.7,84.1,1348.78,BEARISH,-4.11,25.47,Iron Condor (High Vol),iron_condor_hv,50,33,64.5,84.1,False,False,HIGH
2008-02-20,24.4,HIGH_VOL,68.0,77.7,1360.03,BEARISH,-3.11,25.09,Iron Condor (High Vol),iron_condor_hv,51,34,53.2,77.7,False,False,HIGH
2008-02-21,25.12,HIGH_VOL,71.4,81.3,1342.53,BEARISH,-4.13,25.13,Iron Condor (High Vol),iron_condor_hv,52,35,61.3,81.3,False,False,HIGH
2008-02-22,24.06,HIGH_VOL,65.7,74.5,1353.11,BEARISH,-3.15,24.84,Iron Condor (High Vol),iron_condor_hv,53,36,48.4,74.5,True,False,HIGH
2008-02-25,23.03,HIGH_VOL,59.6,66.9,1371.8,BEARISH,-1.66,24.44,Bear Call Spread (High Vol),bear_call_spread_hv,56,37,29.0,66.9,True,False,NEUTRAL
2008-02-26,21.9,NORMAL,51.9,60.6,1381.29,BEARISH,-0.83,23.7,Reduce / Wait,,0,38,16.1,60.6,True,False,NEUTRAL
2008-02-27,22.69,HIGH_VOL,56.0,63.3,1380.02,BEARISH,-0.77,23.36,Bear Call Spread (High Vol),bear_call_spread_hv,0,39,27.4,63.3,True,False,NEUTRAL
2008-02-28,23.53,HIGH_VOL,60.4,69.7,1367.68,BEARISH,-1.52,23.04,Bear Call Spread (High Vol),bear_call_spread_hv,1,40,40.3,69.7,True,False,NEUTRAL
2008-02-29,26.54,HIGH_VOL,76.2,89.6,1330.63,BEARISH,-4.02,23.54,Reduce / Wait,,2,41,77.4,89.6,False,False,HIGH
2008-03-03,26.28,HIGH_VOL,74.8,86.5,1331.34,BEARISH,-3.8,24.19,Reduce / Wait,,5,42,74.2,86.5,False,False,HIGH
2008-03-04,25.52,HIGH_VOL,70.9,82.5,1326.75,BEARISH,-3.96,24.91,Reduce / Wait,,6,43,66.1,82.5,False,False,HIGH
2008-03-05,24.6,HIGH_VOL,66.0,76.9,1333.7,BEARISH,-3.28,25.29,Reduce / Wait,,7,44,58.1,76.9,False,False,HIGH
2008-03-06,27.55,HIGH_VOL,81.5,91.6,1304.34,BEARISH,-5.16,26.1,Reduce / Wait,,8,45,80.6,91.6,False,False,HIGH
2008-03-07,27.49,HIGH_VOL,81.2,91.2,1293.37,BEARISH,-5.68,26.29,Reduce / Wait,,9,46,79.0,91.2,False,False,HIGH
2008-03-10,29.38,HIGH_VOL,91.1,98.0,1273.37,BEARISH,-6.83,26.91,Reduce / Wait,,12,47,98.4,98.0,False,False,HIGH
2008-03-11,26.36,HIGH_VOL,75.2,86.9,1320.65,BEARISH,-3.15,27.08,Iron Condor (High Vol),iron_condor_hv,13,48,71.0,86.9,False,False,HIGH
2008-03-12,27.22,HIGH_VOL,79.7,89.6,1308.77,BEARISH,-3.78,27.6,Reduce / Wait,,14,49,74.2,89.6,False,False,HIGH
2008-03-13,27.29,HIGH_VOL,80.1,89.6,1315.48,BEARISH,-3.07,27.55,Reduce / Wait,,15,50,74.2,89.6,False,False,HIGH
2008-03-14,31.16,HIGH_VOL,100.0,100.0,1288.14,BEARISH,-4.86,28.28,Reduce / Wait,,16,51,100.0,100.0,False,False,HIGH
2008-03-17,32.24,HIGH_VOL,100.0,100.0,1276.6,BEARISH,-5.48,28.85,Reduce / Wait,,19,52,100.0,100.0,False,False,HIGH
2008-03-18,25.79,HIGH_VOL,68.2,80.5,1330.74,NEUTRAL,-1.35,28.74,Iron Condor (High Vol),iron_condor_hv,20,0,56.5,80.5,False,False,HIGH
2008-03-19,29.84,HIGH_VOL,88.2,97.2,1298.42,BEARISH,-3.58,29.26,Reduce / Wait,,21,1,95.2,97.2,False,False,HIGH
2008-03-20,26.62,HIGH_VOL,72.3,86.9,1329.51,NEUTRAL,-1.18,29.13,Iron Condor (High Vol),iron_condor_hv,22,0,64.5,86.9,False,False,HIGH
