timestamp,date,bar_hm,vix,spx,ivp252,baseline_strategy,baseline_position_action,baseline,A2a,A2b,B,A2a_B,A2b_B
2026-05-20 10:30:00-04:00,2026-05-20,10:30,17.729999542236328,7410.6201171875,57.4,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait
2026-05-20 11:30:00-04:00,2026-05-20,11:30,17.700000762939453,7408.3701171875,57.4,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait
2026-05-20 12:30:00-04:00,2026-05-20,12:30,17.700000762939453,7420.2998046875,57.4,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait
2026-05-20 13:30:00-04:00,2026-05-20,13:30,17.549999237060547,7419.259765625,55.4,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait,Reduce / Wait
2026-05-20 14:30:00-04:00,2026-05-20,14:30,17.440000534057617,7426.3701171875,53.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Reduce / Wait,Reduce / Wait
2026-05-20 15:30:00-04:00,2026-05-20,15:30,17.3799991607666,7432.77001953125,51.8,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 09:30:00-04:00,2026-05-21,09:30,17.399999618530273,7401.759765625,53.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 10:30:00-04:00,2026-05-21,10:30,17.5,7405.4599609375,54.6,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 11:30:00-04:00,2026-05-21,11:30,17.290000915527344,7405.6201171875,51.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 12:30:00-04:00,2026-05-21,12:30,17.1200008392334,7438.7998046875,46.2,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 13:30:00-04:00,2026-05-21,13:30,16.969999313354492,7451.0498046875,45.4,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 14:30:00-04:00,2026-05-21,14:30,17.170000076293945,7444.240234375,47.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
2026-05-21 15:30:00-04:00,2026-05-21,15:30,16.68000030517578,7446.0498046875,38.6,Reduce / Wait,WAIT,Reduce / Wait,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 09:30:00-04:00,2026-05-22,09:30,16.84000015258789,7474.41015625,42.2,Reduce / Wait,WAIT,Reduce / Wait,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 10:30:00-04:00,2026-05-22,10:30,16.610000610351562,7496.41015625,36.3,Reduce / Wait,WAIT,Reduce / Wait,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 11:30:00-04:00,2026-05-22,11:30,16.610000610351562,7490.990234375,36.3,Reduce / Wait,WAIT,Reduce / Wait,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 12:30:00-04:00,2026-05-22,12:30,16.510000228881836,7505.22021484375,34.3,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 13:30:00-04:00,2026-05-22,13:30,16.59000015258789,7490.740234375,35.1,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 14:30:00-04:00,2026-05-22,14:30,16.520000457763672,7473.25,34.3,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-22 15:30:00-04:00,2026-05-22,15:30,16.809999465942383,7474.06982421875,41.4,Reduce / Wait,WAIT,Reduce / Wait,Reduce / Wait,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 09:30:00-04:00,2026-05-26,09:30,16.860000610351562,7533.509765625,43.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 10:30:00-04:00,2026-05-26,10:30,16.809999465942383,7516.22998046875,42.2,Reduce / Wait,WAIT,Reduce / Wait,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 11:30:00-04:00,2026-05-26,11:30,17.149999618530273,7515.2998046875,47.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 12:30:00-04:00,2026-05-26,12:30,17.1299991607666,7504.22998046875,47.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 13:30:00-04:00,2026-05-26,13:30,17.059999465942383,7514.25,46.6,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 14:30:00-04:00,2026-05-26,14:30,17.110000610351562,7513.14990234375,47.0,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Reduce / Wait,Bull Put Spread,Bull Put Spread
2026-05-26 15:30:00-04:00,2026-05-26,15:30,16.940000534057617,7519.47021484375,45.8,Bull Put Spread,OPEN,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread,Bull Put Spread
